CODE_UIC;DESCRIPTION;LOCALITY_UIC
87407569;BRIOUDE LYCEE LAFAYETTE;43073426
87407502;ARREST USINE MELIUS;
80155929;EITORF;
80155978;AU (SIEG);
87407379;SARREWERDEN LOTISSEMENT;
87407403;GONDREXANGE CENTRE;57021513
87491019;BORDS;
87491001;SAINTES;
71375000;MERIDA;
70880104;PITLOCHRY;
87491076;BEILLANT;
87407718;LA CROIX SAINT-BONNET;
87407726;LA GRAVE CARREFOUR;
87491035;SAINT-SAVINIEN;
87407593;CLERMONT-FERRAND LES CEZEAUX;63073400
87407684;LA CHAUPRILLADE;
87407692;LA CHOMETTE;
87407668;FIX-SAINT-GENEYS;
87491233;AUBIE - SAINT-ANTOINE;
87491241;SAINT-ANDRE-DE-CUBZAC;
87491217;CAVIGNAC;
87491225;GAURIAGUET;
87491209;SAINT-MARIENS - SAINT-YZAN;
87407973;LE PUY-EN-VELAY HERMITAGE;43073469
87407981;LANGEAC LE TREUIL;
87407965;LE PUY-EN-VELAY FAYOLLE;43073469
87491290;LOULAY;
87491274;LA GRAVE D'AMBARES;
87407932;LANTHENAS;
87491282;SAINTE-EULALIE - CARBON-BLANC;
87407940;LE BREUIL-SUR-C SALLE DES F.;
87491258;VILLENEUVE-LA-COMTESSE;
87491266;CUBZAC-LES-PONTS;
87501023;SAINT-PIERRE-LE-MOUTIER - MONUMENT;58069629
87491100;PONS;
87501049;TANNAY - PLACE DE L'EGLISE;
87501064;VILLIERS-LE-SEC - ABRIBUS;
87397950;SANTEC;
87491183;MONTENDRE;
87491191;BUSSAC;
87491142;JONZAC;
54366153;UJEZDEC U LUHACOVIC;
94340091;ENTRONCAMENTO;
88964122;COMINES / KOMEN;
87157024;LANUEJOULS EGLISE;
87157016;MONTBAZENS EGLISE;
74024430;LJUNGSKILE;
74024448;LJUSDAL;
74024216;LINKOPING C;
83044800;OLIVETTA S. MICHELE;
83044818;AIROLE;
83044826;BEVERA;
80155416;KOLN MULHEIM;80980500
87407064;IGNEY MAIRIE;54021510
87407049;AVRICOURT RUE DES HALLES;54040704
87407056;AVRICOURT RUE DE LORRAINE;54040704
87407098;RECHICOURT-LE-CHATEAU CENTRE;57021512
87407106;SARREBOURG VERRERIES;57021501
87397224;MAISON NEUVE;
87407130;GOSSELMING POSTE;
87407148;MITTERSHEIM L'ESCALE;57021532
87407114;BENESTROFF CENTRE;57019230
74024034;LINDESBERG;
87407122;FENETRANGE CARREFOUR DES ETANGS;57021540
87407031;SARREBOURG MEPHISTO;57021501
87157669;FERNEY-VOLTAIRE MAIRIE;01015766
87397166;DEVECEY;
87407015;SARRALTROFF MAIRIE;57021535
87397174;VORAY-SUR-L'OGNON;
87397182;RIOZ;
87397190;LA CLUSE-ET-MIJOUX;
80194852;BAD HONNINGEN;
80204719;MOOSBURG;
83086504;CIAMPINO;
83086520;ZAGAROLO;
83086587;ANAGNI-FIUGGI;
80194829;LINZ (RHEIN);
80204875;FREISING;
74020511;KNIVSTA;
83086405;FORMIA-GAETA;
87640383;SELESTAT KOEBERLE;
87640391;SELESTAT SCHWILGUE;
80194902;NEUWIED;
87640375;SELESTAT  SCHWEISGUTH;
83086710;CASSINO;
83086629;FROSINONE;
83086686;ROCCASECCA;
22335802;VINNICA;
87400689;LA PACAUDIERE;
87640144;SUIPPES GARAGE;
87640607;VAUVERT - MAISON POUR TOUS;
87640615;BEAUVOISIN - PLACE FONTAINE;
87640623;SAINT-CESAIRE - MAS DU CHEYLON;
87640631;MARVEJOLS PLACE DU CHAYLA;
87640649;CHIRAC VILLE;
87640656;BALSIEGES - R.N. 88;
87640672;LES SALELLES - EMBRANCHEMENT R.N. 88;
87640680;LE BRUEL - R.N. 88;
87400986;MAGNEUX - COURLANDON;
87640698;LE MONASTIER - VILLE;48078331
87640706;CAMPAGNE-SUR-AUDE - LE VIEUX PONT;
87640714;COUIZA - SAINT-ANNE;
87640722;POMAS LAVOIR;
87640730;VERZEILLE - ROUTE DE ST-HILAIRE;
56135533;LOVINOBANA;
87640748;LEUC FOYER;
87640755;COUFFOULENS LEUC RD104;
87640789;LIEPVRE CENTRE;
87640797;LIEPVRE ECOLES;
87640409;SELESTAT R. STE-MARIE-A.-MINES;
87640490;LIEPVRE BOIS L'ABESSE ZI;
56135608;KYSAK;
74020073;KIRUNA;
87640441;CHATENOIS GARE;
87640458;CHATENOIS VAL-DE-VILLE GARE;
87640466;LA VANCELLE HURST;
87640474;LA VANCELLE CENTRE;
87640482;LIEPVRE ROUTE LA VANCELLE;
87640599;AIMARGUES - CAFE DES LICES;
87546135;ORLY AEROGARES;94054620
87296566;ANIZY - PINON;
80194027;HA LOCH (PFALZ);
81033407;SOCHAU;
80194043;NEUSTADT (WEINSTR) HBF;
80194050;LAMBRECHT (PFALZ);
80194084;HOCHSPEYER;
85003053;FRICK;
85003095;BRUGG AG;
85003012;RHEINFELDEN;
81033332;BAD BLUMAU;
81033308;SEBERSDORF;
81033316;BAD WALTERSDORF;
81033381;FURSTENFELD;
81033340;BIERBAUM;
87296608;VERSIGNY;
87296616;CHAUNY;
87296632;LA FERE;
80194209;MAIKAMMER-KIRRWEILER;
80194217;EDENKOBEN;
80194225;EDESHEIM (PFALZ);
80194233;KNORINGEN-ESSINGEN;
80194282;LANDAU (PFALZ) WEST;80919425
80194266;LANDAU (PFALZ) HBF;80919425
87546317;CHEMIN D'ANTONY;
85003293;KOBLENZ;
85003202;STEIN-SACKINGEN;
85003228;LAUFENBURG;
80194316;ROHRBACH (PFALZ);
80194324;WINDEN (PFALZ);
87546226;LES SAULES;
80204222;INGOLSTADT HBF;
80194308;INSHEIM;
87546291;RUNGIS LA FRATERNELLE;
80194332;SCHAIDT (PFALZ);
87306720;SALIES-DE-BEARN - THERMES;
87546200;ORLY VILLE;94054620
87546192;PONT DE RUNGIS AEROPORT D'ORLY;
87296871;FLAVY-LE-MARTEL;
81033084;SCHEIBLINGKIRCHEN-WARTH;
81033068;SEEBENSTEIN;
81033043;PITTEN;
81033027;BAD ERLACH;
87546432;PUSSAY - PLACE DU CARROUGE;
70300400;CHARLBURY;
81033217;ROHRBACH-VORAU;
81033258;ST.JOHANN IN DER HAIDE;
81033266;HARTBERG;
81033233;GRAFENDORF BEI HARTBERG;
81033100;EDLITZ-GRIMMENSTEIN;
74020727;KOPPARBERG;
70686105;COLCHESTER;
81033191;FRIEDBERG;
81033167;TAUCHEN-SCHAUEREGG;
81033175;PINGGAU MARKT;
81033142;AUSSCHLAG-ZOBERN;
81033126;ASPANG;
80194712;KANDEL;
70685602;MANNINGTREE;
71034108;ELCHE / ELX AV;
88865873;REBAIX;
87296004;SAINT-QUENTIN;
87296012;LAON;02029603
87296095;MARLE SUR SERRE;
87296145;ORIGNY-EN-THIERACHE;
87296129;VERVINS;
87296178;CLACY - MONS;
87296152;CREPY - COUVRON;
87296244;BUSIGNY;
87296293;FRESNOY-LE-GRAND;
87296269;BOHAIN;
87296442;TERGNIER;
87296459;APPILLY;
87296434;MENNESSIS;
87296418;MONTESCOURT;
88865048;LESSINES;
56135236;KRIVAN;
56135269;STUROVO;
88865469;ACREN;
88865535;HOURAING;
88865618;PAPIGNIES;
83085373;ANVERSA-VILLALAGO-SCANNO;
87641407;CHAMBLET;
87641415;COMMENTRY;
83085399;SULMONA;
87641423;VOLVIC;
80203471;MUNCHEN HBF;80980600
87641449;DURTOL - NOHANENT;
87641456;SAINT-SAUVES-D'AUVERGNE;63040966
87641464;LA BOURBOULE;
87641472;LE MONT-DORE - GARE;
87391706;NONANT-LE-PIN;61044457
87391714;ECOUCHE;61044454
83085225;TAGLIACOZZO;
83085266;AVEZZANO;
87401919;LOUVIERS - PORTE DE L'EAU;27041585
87401901;MONT-SAINT-AIGNAN - CAMPUS;
87641266;BOURG-LASTIC - MESSEIX;
87641274;LAQUEUILLE;
74021683;KUNGSOR;
87641217;HURIEL;
80203695;TREUCHTLINGEN;
87641241;EYGURANDE - MERLINES;
80203810;EICHSTATT;
87641373;LES TRILLERS;
87641399;LE VAURIAT;
87641316;PONTGIBAUD;63064131
74021584;KUNGSBACKA;
87401885;SAINT-ETIENNE-DU-ROUVRAY - MADRILLET;
74021550;KUMLA;
87641332;SAINT-DIE RUE D'ALSACE;
87401893;ROUEN - GARE ROUTIERE;76041101
87641357;VALLON-EN-SULLY;
87641365;MAGNETTE;
20033068;SANKT PETERBURG VITEBSKII;
87641803;TEILLET-ARGENTY;
87641811;BUDELIERE - CENTRE;
87641829;EVAUX-LES-BAINS - STADE;
87641837;RETERRE;
87641845;AUZANCES;
87641878;MERINCHAL-LETRADE;
87641886;GIAT;
56136762;TRNAVA;
87641605;VANNES - SAINT-AVE;
74021261;KROKOM;
87641621;LOUDEAC - ZONE INDUSTRIELLE SUD;
74021204;KRISTINEHAMN;
74021170;KRISTIANSTAD C;
56136937;FI AKOVO;
74021121;KRAMFORS;
87641795;LIGNEROLLES;
87547307;MUSEE D'ORSAY;
87391003;PARIS - MONTPARNASSE - HALL 1 & 2;75068600
87547315;SAINT-MICHEL NOTRE-DAME;
87391011;PARIS MONTPARNASSE 2 PASTEUR;75068600
85002071;SOLOTHURN;
85002022;GRENCHEN SUD;85985598
80203018;MURNAU;
87307975;BRETEUIL PLACE LAFITTE;
87391102;PARIS MONTPARNASSE HALL 3 VAUGIRARD;75068600
85002188;OLTEN;
85002121;OENSINGEN;
80203109;TUTZING;
87151761;OUGE;
87641043;LAPEYROUSE;
87641050;LOUROUX-DE-BOUBLE;
87641068;BELLENAVES;
87641076;SAINT-BONNET-DE-ROCHEFORT;
87641092;SAINT-ELOY;63042097
87641001;MONTLUCON - VILLE;03032367
80203059;WEILHEIM (OBERBAY);
87641027;SAINTE-MARGUERITE CENTRE COMMERCIAL;
87401323;MOUANS-SARTOUX;
80203216;KOCHEL;
87391300;MORRE;
87641167;LES ANCIZES-COMPS - SAINT-GEORGES-DE-MONS;
87641183;MANZAT;
87641191;LA VILLE GOZET;
87641100;LA BOUBLE;
80203158;PENZBERG;
87641126;GOUTTIERES;
87641134;SAINT-GERVAIS - CHATEAU-NEUF;
87391672;AUBE - CENTRE R.N. 26;61044462
87391680;LA FERTE-MACE - PLACE NEUSTADT;61044846
87391698;LE MERLERAULT;61044458
80203257;STARNBERG;
80203422;HERRSCHING;
87391532;VANVES - MALAKOFF;
87391565;CLAMART;
87297051;VIRY-NOUREUIL;
87297069;JUSSY;
87297085;LA BOUTEILLE;
70300806;KINGHAM;
87297119;VERNEUIL-SUR-SERRE;
87297168;LUGNY;
87297143;DERCY - FROIDMONT;
87297150;VOYENNE;
87297283;VAUXAILLON;
87297291;BARENTON-BUGNY;02033237
81034975;GLEISDORF;
81034959;LA NITZHOHE;
81034967;LA NITZTHAL;
81034934;MESSENDORF;
81034918;GRAZ OSTBF-MESSE;
81034926;RAABA;
87297523;HACHETTE;
87297531;SAINT-HILAIRE;
87297515;LES BONS PERES;
87547026;PARIS AUSTERLITZ RER C;75068600
87307579;DAMVILLE - PLACE DE LA HALLE;
87547000;PARIS AUSTERLITZ;75068600
87640805;ROMBACH-LE-FRANC  PLACE DES FETES;
87640813;ROMBACH-LE-FRANC SCIERIE;
87640821;LIEPVRE RUE DU VIEUX MOULIN;
87640839;LIEPVRE RUE ROBERT GUTH;
87640847;LIEPVRE MUSLOCH;
87640854;STE-CROIX-AUX-MINES STIMBACH;
87640870;STE-CROIX SQ. G. DE GAULLE;
87640912;STE-MARIE-AUX-M S. TECHNIQUES;
87640920;STE-MARIE-AUX-MINES ESPACE MUSEES;
87640938;STE-MARIE-AUX-MINES MAIRIE;
87640946;STE-MARIE-AUX-MS P. DE GAULLE;
87640953;STE-MARIE-AUX-MINES THEATRE;
87640961;STE-MARIE-AUX-MINES SUPER U;
87640979;RAVES - ANCIENNE GARE;
87640987;REMOMEIX ABRI;
87640995;SAINTE-MARGUERITE - VILLAGE;
83086033;CISTERNA DI LATINA;
83086041;PRIVERNO FOSSANOVA;
83086017;POMEZIA-S. PALOMBA;
83086025;CAMPOLEONE;
83086082;LATINA;
83086058;MONTE S. BIAGIO;
83086066;FONDI-SPERLONGA;
83086090;SEZZE ROMANO;
56136002;KOSICE;
56136135;LUCENEC;
80290551;ESSLINGEN (NECKAR);
83084111;FIUMICINO AEROPORTO;
85001412;COURCHAVON;
85001438;GRANDGOURT;
85001446;BUIX;
80290411;STUTTGART - BAD CANNSTATT;80929034
85001594;GRENCHEN NORD;85985598
83084053;ROMA TRASTEVERE;
83084061;ROMA OSTIENSE;
83084038;PONTE GALERIA;
83084095;ROMA TERMINI;
83084087;ROMA TUSCOLANA;
87402826;BIENVILLE;
80290775;SU EN;
80290601;PLOCHINGEN;
80290627;EBERSBACH (FILS);
80290668;GOPPINGEN;
85001057;MOUTIER;
85001099;DELEMONT;
85001008;TAVANNES;
80290866;GEISLINGEN (STEIGE);
85001180;DORNACH-ARLESHEIM;
85001131;LAUFEN;
87642801;BITCHE QUARTIER DRIANT;57019382
85001263;PORRENTRUY;
85001271;COURTEMAICHE;
85001289;BONCOURT;
85001206;COURTETELLE;
85001214;COURFAIVRE;
85001222;BASSECOURT;
94535468;FUNDAO;
85001230;GLOVELIER;
85001248;ST-URSANNE;
85001255;COURGENAY;
81031070;WIEN MEIDLING;81981101
80196477;WISSEN (SIEG);
87548438;CHATEAUNEUF-LES-BAINS LAMONTGIE;
87402016;VILLEFRANCHE-SUR-CHER G.R.;41057688
87402008;ROMORANTIN PLACE DE LA GARE;41057602
81031237;FELIXDORF;
81031211;LEOBERSDORF;
80196659;ANNWEILER AM TRIFELS;
81031294;ST. EGYDEN;
81031260;WIENER NEUSTADT HBF;
81031138;MODLING;
81031104;LIESING;
81031187;BADEN;
81031195;BAD VOSLAU;
87402297;COLMAR MESANGES;68018201
80206581;MUNCHEN FLUGHAFEN TERMINAL;
87642256;SAVERNE HAUT BARR;
87642264;DOSSENHEIM MAIRIE;
87642272;DOSSENHEIM LOTISSEMENT;
87642280;NEUWILLER PHARMACIE;
80290148;BIETIGHEIM BISSINGEN;
87642298;NEUWILLER RUE DE BOUXWILLER;
80290171;LUDWIGSBURG;
87642223;SAVERNE LYCEE VERNE;
87642249;SAVERNE PLACE DES DRAGONS;
55059261;SARBOGARD;
80196980;KAISERSLAUTERN HBF;
87642363;ROSTEIG MONUMENT AUX MORTS;
87642371;COL DE PUBERG;
87642389;FROHMUHL LAVOIR;
80290064;MUHLACKER;
87642306;BOUXWILLER LYCEE SCHATTENMANN;
87642314;BOUXWILLER CENTRE;
87642330;MENCHHOFFEN ABRI;
87642348;WIMMENAU D.919 - RUE DE LA GARE;
87642355;WINGEN-SUR-MODER MAIRIE;
87392829;SAINT-MARTIN-D'HERES;
80290346;STUTTGART HBF;80929034
87642082;FRESNES-AU-MONT;
87642090;SAINT-MIHIEL DETENTION;
80290262;KORNWESTHEIM PBF;
87642108;SAMPIGNY CENTRE;
81031856;SPIELFELD STRA ;
81031849;EHRENHAUSEN;
70541607;GATWICK AIRPORT;
88961490;WAREGEM;
81031815;LEIBNITZ;
81031823;KAINDORF A. D. SULM;
81031807;LEBRING;
81031781;WERNDORF;
81031799;WILDON;
81031765;FLUGHAFEN GRAZ-FELDKIRCHEN;
81031773;KALSDORF;
81031757;GRAZ PUNTIGAM;
81031716;GRAZ HBF;
81031468;HONIGSBERG;
81031435;SPITAL AM SEMMERING;
81031443;MURZZUSCHLAG;
81031419;SEMMERING;
81031427;STEINHAUS;
80196022;BAD EMS;
81031492;MITTERDORF-VEITSCH;
81031476;LANGENWANG;
81031484;KRIEGLACH;
81031351;PAYERBACH-REICHENAU;
81031336;GLOGGNITZ;
81031302;NEUNKIRCHEN NO;
81031310;TERNITZ;
81031393;BRETIENSTEIN;
81031682;GRATWEIN-GRATKORN;
81031666;PEGGAU-DEUTSCHFEISTRITZ;
81031641;FROHNLEITEN;
81031617;PERNEGG;
81031625;MIXNITZ-BARENSCHUTZKLAMM;
87152322;BLONVILLE-SUR-MER;87015232
87152330;VILLERS-SUR-MER;14044439
81031690;JUDENDORF-STRA ENGEL;
87152348;HOULGATE;14044440
81031559;KAPFENBERG;
81031534;MAREIN-ST. LORENZEN;
81031500;WARTBERG IM MURZTAL;
81031518;KINDBERG;
80196386;WENDLINGEN (NECKAR);
81031583;BRUCK AN DER MUR;
87152413;MAUSSAC - PLACE DE LA POSTE;
55059832;PINCEHELY;
71621094;SANT GABRIEL;
56137463;PIESTANY;
20270207;KIROV;
56137505;MICHA ANY;
71621029;ELX CARRUS;
71621037;ELX PARC;
71621045;TORRELLANO;
51084400;PRZEMY L G OWNY;
56137166;LEOPOLDOV;
83085183;ORICOLA-PERETO;
88961151;HARELBEKE;
87643809;NOYERS-SUR-CHER PLACE GUERRIER;
85000273;GELTERKINDEN;
85000281;TECKNAU;
87643825;SAINT-AIGNAN LEP;
85000208;MUTTENZ;
87643833;SAINT-AIGNAN PIACE WILSON;
85000216;PRATTELN;
87643841;SAINT-AIGNAN QUAI DELORME;
85000232;LIESTAL;
87643866;SAINT-MARCEL-PRIEURE;
87643882;SAINT-SATUR FONTENAY;
85000265;SISSACH;
87643890;BANNAY LES HAUTES DE BUSSY;
87643908;CHOUZY MAIRIE;
87643916;GIEN PLACE LECLERC;
87643924;GIEN ROUTE DE BOURGES;
87643932;SANCERRE PORTE CESAR;
87643957;ARROU PLACE DE L'EGLISE;
87643965;AUNEAU PISCINE;
87643973;AUNEAU TEXIER GALLAS;
87643981;BROU CENTRE;
87643999;COURTALAIN CENTRE;
87643791;MONTIERCHAUME ROSIERS;
87643726;BIGNY PLACE MARCEL BASCOULARD;
87643734;BOURGES PLACE DE LA NATION;
87643759;CHAROST PONT;
87643767;ISSOUDUN CENTRE HOSPITALIER;
87643775;LAMOTTE-BEUVRON COLLEGE;
87643783;MONTIERCHAUME CREVANT;
83083238;ROMA S. PIETRO;
94046300;TROFA;
70303008;DIDCOT PARKWAY;
85000109;BASEL SBB;
87393405;FONTENAY-LE-FLEURY;
87393413;VILLEPREUX - LES CLAYES;
87393421;PLAISIR - GRIGNON;
87393439;GARANCIERES - LA QUEUE;
87393447;ORGERUS - BEHOUST;
87393454;TACOIGNIERES - RICHEBOURG;
87393462;HOUDAN;
87393470;MARCHEZAIS - BROUE;
87393488;DREUX;28039348
87393306;ISSY VAL DE SEINE;92039307
87393314;RAMBOUILLET;
87393322;PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;
87393348;GAZERAN;
87393363;BEYNES;
87393603;BOURTH;
87393611;LONGJUMEAU;
87393629;PLAISIR - LES CLAYES;
87393637;CHILLY-MAZARIN;
87393645;GRAVIGNY BALIZY;
87393652;PETIT VAUX;
87393678;AUNAY-SOUS-CRECY - TREON;
20761106;PERM-2;
87789388;CREISSELS;
87393504;PETIT JOUY - LES LOGES;
87393512;JOUY-EN-JOSAS;
87393520;SAINT-GERMAIN - SAINT-REMY;
87393538;VAUBOYEN;
87393546;BIEVRES;
87393553;NONANCOURT;
87393561;IGNY;
87393579;MASSY - PALAISEAU;91039357
87393587;TILLIERES-SUR-AVRE;
87393595;VERNEUIL-SUR-AVRE;
87393835;TRAPPES;
87393843;SAINT-QUENTIN-EN-YVELINES - MONTIGNY-LE-BRETONNEUX;
87393876;NOISY-LE-ROI;
87393884;VILLIERS - NEAUPHLE - PONTCHARTRAIN;
87393892;MONTFORT-L'AMAURY - MERE;
87643460;BERGHEIM PORTE HAUTE;
94380000;AVEIRO;
87643403;KINTZHEIM CIGOLAND;
87643411;KINTZHEIM MAIRIE;
87643429;ORSCHWILLER CHAPELLE;
87643437;SAINT-HIPPOLYTE HOTEL MUNSCH;
87643445;SAINT-HIPPOLYTE PARC WALTER;
87643452;RORSCHWIHR MAIRIE;
87393702;MASSY TGV;91039357
87393744;VOUGEOT - R.N. 74;21071351
87393751;CORGOLOIN TRANSCO;21071353
87393769;LADOIX-SERRIGNY - TRANSCO;
87393777;MEURSAULT 11 NOVEMBRE;21071356
80195859;MONTABAUR;
80205815;MUNCHEN HBF (TIEF);80980600
20520908;NOVOROSSIISK;
71131060;LLODIO;
56138032;JESENSKE;
70542605;LONDON VICTORIA;70970011
56138164;NOVE MESTO NAD VAHOM;
87393009;VERSAILLES CHANTIERS;78039300
87393033;INVALIDES;
87393041;PONT DE L'ALMA;
87393058;CHAMP DE MARS - TOUR EIFFEL;
87393066;JAVEL;
87393074;ISSY;92039307
87393082;MEUDON VAL FLEURY;
87309765;SAINT-HILAIRE-LA-GRAVELLE;
87309773;MEREAU;
87309757;CHAUMONT-SUR-THARONNE;
87299834;MIANNAY;
87299842;YZENGREMER;
80195016;NIEDERLAHNSTEIN;
81032821;DEUTSCHKREUTZ;
80195057;BRAUBACH;
87393207;CHAVILLE RIVE GAUCHE;92039317
80195099;ST. GOARSHAUSEN;
87393215;VIROFLAY RIVE GAUCHE;
87393223;SAINT-CYR;
87393231;TRAPPES;
87393256;LA VERRIERE;
87393272;COIGNIERES;
87393280;LES ESSARTS-LE-ROI;
87393298;LE PERRAY;
80195107;KAUB;
87393108;MEUDON;
87393116;BELLEVUE;
87393124;SEVRES RIVE GAUCHE;92038234
87393157;VERSAILLES CHATEAU RIVE GAUCHE;78039300
87393165;PORCHEFONTAINE;
87393173;CHAVILLE - VELIZY;92039317
56138636;CIZ KUPELE;
56138669;TRENCIN;
20031815;SANKT PETERBURG GLAVNYI;
56138867;TRENCIANSKA TEPLA;
88720090;CHARLEROI-CENTRAL;
71620021;ORIHUELA-MIGUEL HERNANDEZ;
71620039;CALLOSA DE SEGURA;
88960080;KORTRIJK;
70209007;OXENHOLME;
85091975;BERGUN/BRAVUOGN;
85091926;TIEFENCASTEL;
85091959;FILISUR;
80292995;NURTINGEN;
87448985;LUQUET RN;
56131011;LIPTOVSKY MIKULAS;
87448993;SEVERAC D'AVEYRON - MAIRIE;
87448969;IBOS - R.N. - MERIDIEN;
87448977;GER - ROND-POINT R.N.;
87448902;PAU - MATHIEU LALANE;64067200
87448910;PAU - UNIVERSITE;64067200
54566190;SLUKNOV;
87448878;ARTIGUELOUTAN RN;
87448886;OUSSE RN;
87448894;IDRON RN;
87448845;HAUT D'ESPOEY RN;
87448852;SOUMOULOU MAIRIE;
87448860;NOUSTY RN;
87688457;CASTRES - CHIC HOPITAL;81061546
56131235;KREMNICA;
87688499;BLACONS;
87688440;FIGEAC-CIMETIERE;
87542274;SAINT-PAUL-LES-DURANCE - CEA ITER;
56131367;DEVINSKA NOVA VES;
87688564;PERONNAS;
87688507;PONTAIX;
87688531;MONTLAUR-EN-DIOIS;
85091579;AROSA;
85091686;VERSAM-SAFIEN;
54566596;KRASNA LIPA;
85091793;DISENTIS/MUSTER;
85091751;TAVANASA-BREIL/BRIGELS;
85091769;TRUN;
85091710;ILANZ/GLION;
54566406;STARA PAKA;
87688887;MONTPELLIER SUD DE FRANCE;34077300
85091892;THUSIS;
85091819;DOMAT/EMS;
81037150;WOLFSBERG;
85091835;REICHENAU-TAMINS;
87688945;VERNEUIL-LAITERIE;
87688952;CHATILLON - HOTEL - SAINT-ANTOINE;
87688929;AUNEAU-RESISTANCE;
87688960;COURCAY-EGLISE;
87688978;CHAMBRAY LYCEE-AGRICOLE;
87448076;FROMENTEL;
87448084;BRIOUZE;
87448092;BELLOU-EN-HOULME;
87448159;VIRE;14044815
87448167;VIRE -  CENTRE;14044815
56131839;HRONSKA DUBRAVA;
80292128;LEUTKIRCH;
87448100;MESSEI;
87208553;CASINO LACROIX LAVAL;69072153
87448001;FLERS;
80292045;KISSLEGG;
87208538;SAINT-LYE-LA-FORET MAIRIE;
94381582;ESTARREJA;
71030015;MENGIBAR-ARTICHUELA;
87448258;CEAUCE;
70108704;RUGBY;
87448233;DOMFRONT ORNE;61044823
56131417;LIPTOVSKY HRADOK;
80292540;SIGMARINGEN;
87448514;AVRANCHES;
87688374;LE CHANTRE;
87688358;SAINT-MARCE-PAULEL;
87688382;LEMPDES;
87448464;LA FERTE-MACE;61044846
70588301;POOLE;
87688044;LE FAGET-MAYNADEL;
87448761;COUTENS CHEMIN DE BARNADE;
87448779;BESSET D119;
87448720;MIREMONT RN20;
87448738;LA TOUR-DU-CRIEU - MANCROUS;
87448746;LES PUJOLS CARREFOUR D30-D119;
87448753;TOURTROL D119;
87688150;VERFEIL-EN-TARTAYS;31044189
56131714;VYCHODNA;
70587600;BOURNEMOUTH;
54565820;ZELEZNY BROD;
87541797;AIX-EN-PROVENCE - GARE ROUTIERE;
87781542;CEILHES - ROQUEREDONDE;
87781559;LES CABRILS;
87781575;LUNAS;
87781583;LE BOUSQUET-D'ORB;
87781534;MONTPAON;
87781294;MARSEILLAN PLAGE;
87781260;VIAS;
87781278;AGDE;
55053710;ZALASZENTIVAN;
87541912;CHATILLON-SUR-SEINE - LYCEE;21142255
54565523;MALA SKALA;
87781666;MAGALAS;
87781609;BEDARIEUX;
54565903;SEMILY;
87781708;SAINT-PONS;
87543371;LA CHAPELLE-SAINT-MESMIN;
81038687;DELLACH IM DRAUTAL;
85090720;DAVOS DORF;85909072
85090738;DAVOS PLATZ;85909072
56132233;ZVOLEN OSOBNA STANICA;
81038661;GREIFENBURG-WEI ENSEE;
80291708;KRESSBRONN;
87783001;MILLAU;
81038646;KLEBLACH-LIND;
81038653;STEINFELD IM DRAUTAL;
81038620;MOLLBRUCKE-SACHSENBURG;
78774174;PULA.;
87783167;ANDELAT;
87783175;SAINT-FLOUR - CHAUDES-AIGUES;15078317
87689901;VEIGNE-BOURG;
87543207;AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;
80291625;FRIEDRICHSHAFEN STADT;
87783159;TALIZAT;
87689992;CHATEAUROUX LYCEE LES CHARMILLES;
80291682;LANGENARGEN;
87689935;ISSOUDUN JARDIN;
87689943;ROMORANTIN LYCEE DE FRANCE;41057602
87689919;VEIGNE-LA-CROIX AUX JEAUX;
87689927;VIEUVICQ BOURG;
87689976;CHATEAUROUX LYCEE BLAISE PASCAL;
87689984;CHATEAUROUX - LYCEE - GIRAUDOUX;
87689950;CHATEAUROUX CROIX PERRINE;
87689968;CHATEAUROUX LYCEE AGRICOLE;
87303875;INGERSHEIM CITE SCOLAIRE;
87689695;NIHERNE LES ROCHES;
87689653;MONTIERCHAUME PLACE R. COUTURIER;36059708
81038729;DOLSACH;
81038703;OBERDRAUBURG;
81038794;SILLIAN;
81038778;ABFALTERSBACH;
81038752;THAL;
81038737;LIENZ;
56132506;POPRAD-TATRY;
87689729;MONNAIE-GENDARMERIE;37574680
87689703;PALLUAU-ONZAY;
87689752;REIGNAC - LABYRINTHE;
87689737;TOURS LYCEE ALBERT BAYET;37057100
87689745;REIGNAC-BOURG-DU-FAU;37057145
87783423;SAINT-GEORGES-DE-LUZENCON;
87783431;SAINT-ROME-DE-CERNON;
87783456;TOURNEMIRE - ROQUEFORT;
70932806;EDINBURGH;
87783480;SAINT-AFFRIQUE;
81038141;VILLACH ST. RUPRECHT;
87783530;CHANAC;
87783548;LE BRUEL;
81038125;SATTENDORF;
87783563;BARJAC;
81038109;OSSIACH-BODENSDORF;
81038091;STEINDORF AM OSSIACHERSEE;
81038075;FELDKIRCHEN IN KARNTEN;
87783514;LES SALELLES;
87783282;MARVEJOLS;
85090597;GRUSCH;
87783290;CHIRAC;
87783241;SAINT-CHELY-D'APCHER;
56132068;BRATISLAVA HLAVNA STANICA;
87783266;AUMONT-AUBRAC;
56132001;STRBA;
85090688;KLOSTERS PLATZ;85909068
87783381;ENGAYRESQUE;
87783399;AGUESSAC AVENUE DE CAUSSES;
85090647;KUBLIS;
85090670;KLOSTERS DORF;85909068
85090605;SCHIERS;
87783308;LE MONASTIER;48078331
85090621;JENAZ;
87783324;BANASSAC - LA CANOURGUE;
